# This file contains a filtered version of the Human Interactome that includes
# only the yeast two-hybrd interactions ("Binary interactions").
# gene_ID_1	 gene_ID_2	data_source(s)
2009	81875	binary;literature
6198	80347	binary;literature
27018	7248	binary;literature
5976	84528	binary;literature;signaling
339390	3430	binary;literature
11161	6183	binary;literature
10474	112869	binary;literature;signaling
51691	6632	binary;literature;signaling
1026	988	binary;literature;signaling
55093	79077	binary;literature;signaling
3064	9638	binary;literature;signaling
10200	1785	binary;literature;signaling
29108	4210	binary;literature;signaling
7083	7088	binary;literature;signaling
4609	57650	binary;literature
10459	8754	binary;literature;signaling
238	5787	binary;literature
1785	5479	binary;literature;signaling
5303	84164	binary;literature;signaling
3963	771	binary;literature
6625	80254	binary;literature
1523	9400	binary;literature;signaling
5175	5581	binary;literature
10094	4048	binary;literature;signaling
1027	6714	binary;literature;kinase
10521	51729	binary;literature;signaling;complexes
55848	6303	binary;literature;signaling
84466	93664	binary;literature;signaling
51399	79090	binary;literature
2669	4728	binary;literature
2261	3856	binary;literature;signaling
2534	27040	binary;literature
2752	2752	binary;literature
23468	3619	binary;literature;signaling
56893	5886	binary;literature;signaling
10235	57540	binary;literature;signaling
7329	7345	binary;literature;signaling
2553	3054	binary;literature;signaling
10241	11143	binary;literature;signaling
19	6641	binary;literature;signaling
6453	6601	binary;literature;signaling
11007	64769	binary;literature;signaling
56658	7332	binary;literature
4093	8544	binary;literature;signaling
23186	6605	binary;literature;signaling
1822	8241	binary;literature;signaling
11321	9189	binary;literature;signaling
4097	84060	binary;literature;signaling
1027	7317	binary;literature
11143	653121	binary;literature
4738	80204	binary;literature
1915	9796	binary;literature;signaling
2647	5764	binary;literature;signaling
7083	9094	binary;literature;signaling
2563	29979	binary;literature
28986	3838	binary;literature;signaling
8676	8812	binary;literature;signaling
1915	9921	binary;literature;signaling
578	599	binary;literature
6811	9001	binary;literature;signaling
11007	7755	binary;literature;signaling
399687	6310	binary;literature;signaling
4110	9729	binary;literature;signaling
1797	2319	binary;literature;signaling
154313	51444	binary;literature;signaling
4905	5795	binary;literature
3866	84260	binary;literature;signaling
7321	9604	binary;literature
10301	197131	binary;literature;signaling
57192	5987	binary;literature
11035	8737	binary;literature
11067	83878	binary;literature;signaling
4656	6722	binary;literature;signaling
2316	83478	binary;literature
51684	55663	binary;literature;signaling
1475	5764	binary;literature;signaling
1728	3621	binary;literature
23583	9319	binary;literature
5747	8835	binary;literature;signaling
2547	6640	binary;literature;signaling
114088	8945	binary;literature;signaling
5781	887	binary;literature;signaling
1398	55211	binary;literature;signaling
2314	9209	binary;literature
4690	58512	binary;literature
22927	708	binary;literature;signaling
390598	6895	binary;signaling
10557	6714	binary;literature
51497	79885	binary;literature
10425	57562	binary;literature;signaling
1822	25898	binary;literature;signaling
6356	7167	binary;literature;signaling
51003	7050	binary;literature;signaling
3554	3557	binary;literature;signaling
10539	284004	binary;literature;signaling
10569	53938	binary;literature;complexes
3489	56893	binary;literature;signaling
54532	7186	binary;literature
26206	56893	binary;literature;signaling
2261	55698	binary;literature;signaling
26994	7334	binary;literature;signaling
2130	79173	binary;literature;signaling
27330	3164	binary;literature;signaling
112950	124402	binary;literature
127703	83878	binary;literature
57761	84060	binary;literature;signaling
1398	2317	binary;literature
22938	84164	binary;literature;signaling
55755	5764	binary;literature;signaling
56654	83755	binary;literature;signaling
11201	5111	binary;literature
4137	6446	binary;literature
27185	8045	binary;literature
25876	9189	binary;literature;signaling
1676	2130	binary;literature;signaling
4155	58190	binary;literature;signaling
6498	8458	binary;literature;signaling
11161	5432	binary;literature;signaling
22984	6279	binary;literature
6310	7531	binary;literature;signaling
51135	9519	binary;literature;signaling
1741	19	binary;literature;signaling
28956	8649	binary;literature
387	396	binary;literature;signaling
23421	6128	binary;literature
2771	4188	binary;literature;signaling
6279	7277	binary;literature;signaling
55729	63971	binary;literature
26580	55266	binary;literature
84528	84528	binary;literature
1147	4792	binary;literature;signaling;kinase
7325	9666	binary;literature
55503	5770	binary;literature;signaling
10474	5989	binary;literature;signaling
26150	2670	binary;literature;signaling
5955	7917	binary;literature;signaling
596	664	binary;literature;signaling
3909	79939	binary;literature;signaling
2549	5780	binary;literature
92342	9796	binary;literature;signaling
23043	27185	binary;literature
6788	83937	binary;literature
151871	51534	binary;literature;signaling
10598	2643	binary;literature;signaling
1822	7011	binary;literature;signaling
6015	7325	binary;literature
56998	79656	binary;literature;signaling
5295	9228	binary;literature
11216	5573	binary;literature;signaling
5795	5829	binary;literature
10363	55110	binary;literature;signaling
26289	9362	binary;literature;signaling
25	344148	binary;literature
6714	976	binary;literature
1039	5585	binary;literature;signaling
2064	322	binary;literature
11161	6362	binary;literature;signaling
7164	7534	binary;literature;signaling
5793	7075	binary;literature
286514	84708	binary;literature;signaling
23594	4175	binary;literature
130940	6303	binary;literature
5764	648	binary;literature;signaling
771	79768	binary;literature
6880	7317	binary;literature;signaling
84680	84680	binary;literature
5688	5688	binary;literature
11097	6890	binary;literature
2661	29888	binary;literature;signaling
22977	8574	binary;literature
6093	7251	binary;literature
22955	3098	binary;literature;signaling
2130	4145	binary;literature;signaling
1316	2975	binary;literature;signaling
29904	983	binary;literature;kinase
55324	9519	binary;literature;signaling
7138	7138	binary;literature
190	6095	binary;literature;signaling
10980	5717	binary;literature;signaling
56963	9905	binary;literature
10403	10403	binary;literature
2885	350	binary;literature
55722	7704	binary;literature;signaling
55196	9882	binary;literature
598	638	binary;literature
2034	583	binary;literature
252839	29058	binary;literature
1810	54107	binary;literature;signaling
10422	9802	binary;literature
10567	9363	binary;literature;signaling
5621	5684	binary;literature;signaling
10733	10733	binary;literature;kinase
8161	87	binary;literature;signaling
9353	9353	binary;literature
5001	5001	binary;literature
159195	57132	binary;literature
84872	84872	binary;literature
25	51517	binary;literature
4190	4356	binary;literature;signaling
7013	9231	binary;literature;signaling
6620	80152	binary;literature;signaling
2901	90678	binary;literature
11007	6944	binary;literature;signaling
10014	1937	binary;literature;signaling
23650	2801	binary;literature;signaling
10813	5996	binary;literature;signaling
7323	90678	binary;literature
1838	1838	binary;literature
159195	79643	binary;literature
580	9869	binary;literature;signaling
51307	7532	binary;literature
327	79876	binary;literature
152006	7322	binary;literature
1856	84528	binary;literature;signaling
4093	4245	binary;literature;signaling
2661	6637	binary;literature;signaling
113026	6498	binary;literature
54778	7335	binary;literature
4088	51523	binary;literature;signaling
2305	898	binary;literature
1437	1438	binary;literature;signaling
4715	9001	binary;literature;signaling
1107	1363	binary;literature;signaling
26525	57473	binary;literature;signaling
10994	2547	binary;literature
127703	5706	binary;literature;signaling
10382	196383	binary;literature
51076	51324	binary;literature;signaling
11313	1736	binary;literature
1915	5985	binary;literature;signaling
4140	57104	binary;literature
10445	11007	binary;literature;signaling;complexes
140290	26128	binary;literature
203259	23649	binary;literature;signaling
1398	9749	binary;literature
23650	84766	binary;literature;signaling
1270	3977	binary;literature;signaling
2534	675	binary;literature
10912	55791	binary;literature;signaling
5599	6416	binary;literature;signaling;kinase
11030	5252	binary;literature;signaling
10681	2649	binary;literature;signaling
54464	6603	binary;literature
51327	80149	binary;literature
4739	7205	binary;literature;signaling
22985	5049	binary;literature;signaling
1856	84080	binary;literature;signaling
128710	84464	binary;literature
6990	6990	binary;literature
10021	2534	binary;literature
1612	5595	binary;literature;signaling
2064	5781	binary;literature
3146	9094	binary;literature;signaling
11161	3189	binary;literature;signaling
55660	9584	binary;complexes
29990	7920	binary;literature;signaling
5359	9802	binary;literature;signaling
10534	902	binary;literature;signaling
23039	5601	binary;literature;signaling
51534	875	binary;literature;signaling
1808	56896	binary;literature
54894	7322	binary;literature
2874	468	binary;literature;signaling
25	27120	binary;literature
65991	84164	binary;literature;signaling
1808	27185	binary;literature
5159	83755	binary;literature;signaling
29888	5297	binary;literature;signaling
2597	54622	binary;literature;signaling
6651	79753	binary;literature;signaling
1398	79723	binary;literature
3695	56899	binary;literature
57562	64968	binary;literature
11244	6310	binary;literature;signaling
10211	583	binary;literature
5578	653361	binary;literature;kinase
28964	65265	binary;literature;signaling
6403	6404	binary;literature;signaling
25870	55294	binary;literature;signaling
114822	3866	binary;literature;signaling
10687	1398	binary;literature
29070	5217	binary;literature;signaling
168433	7328	binary;literature
2648	6871	binary;literature;signaling
50807	8027	binary;literature
6714	7783	binary;literature
7314	8027	binary;literature
23588	29888	binary;literature;signaling
284086	2885	binary;literature
2661	6997	binary;literature;signaling
27229	2801	binary;literature;signaling
2547	7534	binary;literature;signaling
84231	9246	binary;literature
23087	55284	binary;literature
51132	7325	binary;literature
333	4666	binary;literature;signaling
11200	5526	binary;literature
5788	7075	binary;literature
11161	6279	binary;literature;signaling
31	6310	binary;literature;signaling
10174	10278	binary;literature;signaling
79077	79077	binary;literature
64210	9391	binary;literature
117144	7205	binary;literature;signaling
3107	567	binary;literature;signaling
1031	84060	binary;literature;signaling
29888	440	binary;literature
2885	7916	binary;literature;signaling
3276	8161	binary;literature;signaling
1386	7443	binary;literature;kinase
7572	81576	binary;literature;signaling
10567	125170	binary;literature
10488	9482	binary;literature;signaling
10425	6511	binary;literature;signaling
4093	5467	binary;literature;signaling
1009	55729	binary;literature
55223	6498	binary;literature;signaling
64978	8988	binary;literature;signaling
26150	3728	binary;literature;signaling
10919	8985	binary;literature;signaling
22822	8761	binary;literature;signaling
